02:51:18.561478 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2720500:2720712, ack 1549, win 501, length 212
02:51:18.713324 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3115244:3115456, ack 1765, win 501, length 212
02:51:18.713361 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3115456:3115668, ack 1765, win 501, length 212
02:51:18.713398 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3115668:3115880, ack 1765, win 501, length 212
02:51:18.713442 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3115880:3116092, ack 1765, win 501, length 212
02:51:18.713488 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3116092:3116304, ack 1765, win 501, length 212
02:51:18.713536 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3116304:3116516, ack 1765, win 501, length 212
02:51:18.713585 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3116516:3116728, ack 1765, win 501, length 212
02:51:18.713632 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3116728:3116940, ack 1765, win 501, length 212
02:51:18.713682 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3116940:3117152, ack 1765, win 501, length 212
02:51:18.713730 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3117152:3117364, ack 1765, win 501, length 212
02:51:18.713766 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3117364:3117576, ack 1765, win 501, length 212
02:51:18.713801 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3117576:3117788, ack 1765, win 501, length 212
02:51:18.713836 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3117788:3118000, ack 1765, win 501, length 212
02:51:18.713880 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3118000:3118212, ack 1765, win 501, length 212
02:51:18.713920 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3118212:3118424, ack 1765, win 501, length 212
02:51:18.713958 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3118424:3118636, ack 1765, win 501, length 212
02:51:18.714001 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3118636:3118848, ack 1765, win 501, length 212
02:51:18.714039 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3118848:3119060, ack 1765, win 501, length 212
02:51:18.714082 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3119060:3119272, ack 1765, win 501, length 212
02:51:18.714117 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3119272:3119484, ack 1765, win 501, length 212
02:51:18.714163 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3119484:3119696, ack 1765, win 501, length 212
02:51:18.714201 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3119696:3119908, ack 1765, win 501, length 212
02:51:18.714248 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3119908:3120120, ack 1765, win 501, length 212
02:51:18.714294 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3120120:3120332, ack 1765, win 501, length 212
02:51:18.714343 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3120332:3120544, ack 1765, win 501, length 212
02:51:18.714411 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3120544:3120756, ack 1765, win 501, length 212
02:51:18.714701 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3120756:3120968, ack 1765, win 501, length 212
02:51:18.714765 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3120968:3121180, ack 1765, win 501, length 212
02:51:18.714814 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3121180:3121392, ack 1765, win 501, length 212
02:51:18.714918 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3121392:3121604, ack 1765, win 501, length 212
02:51:18.714973 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3121604:3121816, ack 1765, win 501, length 212
02:51:18.715025 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3121816:3122028, ack 1765, win 501, length 212
02:51:18.715073 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3122028:3122240, ack 1765, win 501, length 212
02:51:18.715154 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3122240:3122452, ack 1765, win 501, length 212
02:51:18.715202 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3122452:3122664, ack 1765, win 501, length 212
02:51:18.715249 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3122664:3122876, ack 1765, win 501, length 212
02:51:18.715297 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3122876:3123088, ack 1765, win 501, length 212
02:51:18.715346 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3123088:3123300, ack 1765, win 501, length 212
02:51:18.715395 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3123300:3123512, ack 1765, win 501, length 212
02:51:18.715449 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3123512:3123724, ack 1765, win 501, length 212
02:51:18.715501 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3123724:3123936, ack 1765, win 501, length 212
02:51:18.715551 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3123936:3124148, ack 1765, win 501, length 212
02:51:18.715599 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3124148:3124360, ack 1765, win 501, length 212
02:51:18.715637 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3124360:3124572, ack 1765, win 501, length 212
02:51:18.715674 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3124572:3124784, ack 1765, win 501, length 212
02:51:18.715708 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3124784:3124996, ack 1765, win 501, length 212
02:51:18.715748 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3124996:3125208, ack 1765, win 501, length 212
02:51:18.715783 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3125208:3125420, ack 1765, win 501, length 212
02:51:18.715819 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3125420:3125632, ack 1765, win 501, length 212
02:51:18.715854 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3125632:3125844, ack 1765, win 501, length 212
02:51:18.715889 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3125844:3126056, ack 1765, win 501, length 212
02:51:18.715923 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3126056:3126268, ack 1765, win 501, length 212
02:51:18.715958 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3126268:3126480, ack 1765, win 501, length 212
02:51:18.715991 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3126480:3126692, ack 1765, win 501, length 212
02:51:18.716037 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3126692:3126904, ack 1765, win 501, length 212
02:51:18.716071 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3126904:3127116, ack 1765, win 501, length 212
02:51:18.716114 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3127116:3127328, ack 1765, win 501, length 212
02:51:18.716159 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3127328:3127540, ack 1765, win 501, length 212
02:51:18.716209 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3127540:3127752, ack 1765, win 501, length 212
02:51:18.716255 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3127752:3127964, ack 1765, win 501, length 212
02:51:18.716297 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3127964:3128176, ack 1765, win 501, length 212
02:51:18.716332 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3128176:3128388, ack 1765, win 501, length 212
02:51:18.716373 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3128388:3128600, ack 1765, win 501, length 212
02:51:18.716407 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3128600:3128812, ack 1765, win 501, length 212
02:51:18.716447 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3128812:3129024, ack 1765, win 501, length 212
02:51:18.716482 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3129024:3129236, ack 1765, win 501, length 212
02:51:18.716518 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3129236:3129448, ack 1765, win 501, length 212
02:51:18.716552 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3129448:3129660, ack 1765, win 501, length 212
02:51:18.716592 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3129660:3129872, ack 1765, win 501, length 212
02:51:18.716623 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3129872:3130084, ack 1765, win 501, length 212
02:51:18.716658 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3130084:3130296, ack 1765, win 501, length 212
02:51:18.716702 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3130296:3130508, ack 1765, win 501, length 212
02:51:18.716891 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3130508:3130720, ack 1765, win 501, length 212
02:51:18.716960 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3130720:3130932, ack 1765, win 501, length 212
02:51:18.717011 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3130932:3131144, ack 1765, win 501, length 212
02:51:18.717056 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3131144:3131356, ack 1765, win 501, length 212
02:51:18.717101 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3131356:3131568, ack 1765, win 501, length 212
02:51:18.717148 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3131568:3131780, ack 1765, win 501, length 212
02:51:18.717198 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3131780:3131992, ack 1765, win 501, length 212
02:51:18.717244 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3131992:3132204, ack 1765, win 501, length 212
02:51:18.717286 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3132204:3132416, ack 1765, win 501, length 212
02:51:18.717331 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3132416:3132628, ack 1765, win 501, length 212
02:51:18.717376 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3132628:3132840, ack 1765, win 501, length 212
02:51:18.717421 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3132840:3133052, ack 1765, win 501, length 212
02:51:18.717465 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3133052:3133264, ack 1765, win 501, length 212
02:51:18.717794 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3133264:3133476, ack 1765, win 501, length 212
02:51:18.717862 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3133476:3133688, ack 1765, win 501, length 212
02:51:18.717898 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3133688:3133900, ack 1765, win 501, length 212
02:51:18.717933 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3133900:3134112, ack 1765, win 501, length 212
02:51:18.717969 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3134112:3134324, ack 1765, win 501, length 212
02:51:18.718013 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3134324:3134536, ack 1765, win 501, length 212
02:51:18.718050 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3134536:3134748, ack 1765, win 501, length 212
02:51:18.718165 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3134748:3134960, ack 1765, win 501, length 212
02:51:18.718203 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3134960:3135172, ack 1765, win 501, length 212
02:51:18.718238 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3135172:3135384, ack 1765, win 501, length 212
02:51:18.718279 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3135384:3135596, ack 1765, win 501, length 212
02:51:18.718321 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3135596:3135808, ack 1765, win 501, length 212
02:51:18.718356 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3135808:3136020, ack 1765, win 501, length 212
02:51:18.718398 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3136020:3136232, ack 1765, win 501, length 212
02:51:18.718435 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3136232:3136444, ack 1765, win 501, length 212
02:51:18.718686 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3136444:3136656, ack 1765, win 501, length 212
02:51:18.718811 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3136656:3136868, ack 1765, win 501, length 212
02:51:18.718866 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3136868:3137080, ack 1765, win 501, length 212
02:51:18.718910 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3137080:3137292, ack 1765, win 501, length 212
02:51:18.718954 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3137292:3137504, ack 1765, win 501, length 212
02:51:18.718999 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3137504:3137716, ack 1765, win 501, length 212
02:51:18.719045 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3137716:3137928, ack 1765, win 501, length 212
02:51:18.719089 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3137928:3138140, ack 1765, win 501, length 212
02:51:18.719157 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3138140:3138352, ack 1765, win 501, length 212
02:51:18.719205 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3138352:3138564, ack 1765, win 501, length 212
02:51:18.719250 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3138564:3138776, ack 1765, win 501, length 212
02:51:18.719296 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3138776:3138988, ack 1765, win 501, length 212
02:51:18.719332 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3138988:3139200, ack 1765, win 501, length 212
02:51:18.719377 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3139200:3139412, ack 1765, win 501, length 212
02:51:18.719418 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3139412:3139624, ack 1765, win 501, length 212
02:51:18.719453 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3139624:3139836, ack 1765, win 501, length 212
02:51:18.719499 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3139836:3140048, ack 1765, win 501, length 212
02:51:18.719552 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3140048:3140260, ack 1765, win 501, length 212
02:51:18.719590 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3140260:3140472, ack 1765, win 501, length 212
02:51:18.719625 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3140472:3140684, ack 1765, win 501, length 212
02:51:18.719667 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3140684:3140896, ack 1765, win 501, length 212
02:51:18.719702 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3140896:3141108, ack 1765, win 501, length 212
02:51:18.719739 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3141108:3141320, ack 1765, win 501, length 212
02:51:18.719773 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3141320:3141532, ack 1765, win 501, length 212
02:51:18.720181 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3141532:3141744, ack 1801, win 501, length 212
02:51:18.720257 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3141744:3141956, ack 1801, win 501, length 212
02:51:18.720311 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3141956:3142168, ack 1801, win 501, length 212
02:51:18.720357 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3142168:3142380, ack 1801, win 501, length 212
02:51:18.720442 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3142380:3142592, ack 1801, win 501, length 212
02:51:18.720492 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3142592:3142804, ack 1801, win 501, length 212
02:51:18.720559 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3142804:3143016, ack 1801, win 501, length 212
02:51:18.720754 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3143016:3143228, ack 1801, win 501, length 212
02:51:18.720896 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3143228:3143440, ack 1801, win 501, length 212
02:51:18.721135 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3143440:3143652, ack 1801, win 501, length 212
02:51:18.721202 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3143652:3143864, ack 1801, win 501, length 212
02:51:18.721249 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3143864:3144076, ack 1801, win 501, length 212
02:51:18.721293 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3144076:3144288, ack 1801, win 501, length 212
02:51:18.721354 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3144288:3144500, ack 1801, win 501, length 212
02:51:18.721883 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3144500:3144712, ack 1801, win 501, length 212
02:51:18.722052 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3144712:3144924, ack 1801, win 501, length 212
02:51:18.722117 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3144924:3145136, ack 1801, win 501, length 212
02:51:18.722170 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3145136:3145348, ack 1801, win 501, length 212
02:51:18.722218 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3145348:3145560, ack 1801, win 501, length 212
