ength 212
02:46:49.912150 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4703332:4703544, ack 2665, win 501, length 212
02:46:50.060090 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5112756:5112968, ack 2881, win 501, length 212
02:46:50.060131 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5112968:5113180, ack 2881, win 501, length 212
02:46:50.060171 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5113180:5113392, ack 2881, win 501, length 212
02:46:50.060212 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5113392:5113604, ack 2881, win 501, length 212
02:46:50.060252 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5113604:5113816, ack 2881, win 501, length 212
02:46:50.060293 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5113816:5114028, ack 2881, win 501, length 212
02:46:50.060333 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5114028:5114240, ack 2881, win 501, length 212
02:46:50.060572 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5114240:5114452, ack 2881, win 501, length 212
02:46:50.060633 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5114452:5114664, ack 2881, win 501, length 212
02:46:50.060677 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5114664:5114876, ack 2881, win 501, length 212
02:46:50.060720 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5114876:5115088, ack 2881, win 501, length 212
02:46:50.060762 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5115088:5115300, ack 2881, win 501, length 212
02:46:50.060805 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5115300:5115512, ack 2881, win 501, length 212
02:46:50.060922 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5115512:5115724, ack 2881, win 501, length 212
02:46:50.061012 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5115724:5115936, ack 2881, win 501, length 212
02:46:50.061062 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5115936:5116148, ack 2881, win 501, length 212
02:46:50.061118 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5116148:5116360, ack 2881, win 501, length 212
02:46:50.061167 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 5107228, win 8337, length 0
02:46:50.061181 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5116360:5116572, ack 2881, win 501, length 212
02:46:50.061262 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5116572:5116928, ack 2881, win 501, length 356
02:46:50.061311 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5116928:5117140, ack 2881, win 501, length 212
02:46:50.061373 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5117140:5117352, ack 2881, win 501, length 212
02:46:50.061418 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5117352:5117564, ack 2881, win 501, length 212
02:46:50.061460 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5117564:5117776, ack 2881, win 501, length 212
02:46:50.061500 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5117776:5117988, ack 2881, win 501, length 212
02:46:50.061544 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5117988:5118200, ack 2881, win 501, length 212
02:46:50.061600 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5118200:5118412, ack 2881, win 501, length 212
02:46:50.061645 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5118412:5118624, ack 2881, win 501, length 212
02:46:50.061689 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5118624:5118836, ack 2881, win 501, length 212
02:46:50.061729 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5118836:5119048, ack 2881, win 501, length 212
02:46:50.061769 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5119048:5119260, ack 2881, win 501, length 212
02:46:50.061811 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5119260:5119472, ack 2881, win 501, length 212
02:46:50.061853 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5119472:5119684, ack 2881, win 501, length 212
02:46:50.061893 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5119684:5119896, ack 2881, win 501, length 212
02:46:50.061934 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5119896:5120108, ack 2881, win 501, length 212
02:46:50.061975 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5120108:5120320, ack 2881, win 501, length 212
02:46:50.062036 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5120320:5120532, ack 2881, win 501, length 212
02:46:50.062150 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 5107948, win 8334, length 0
02:46:50.062168 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5120532:5120744, ack 2881, win 501, length 212
02:46:50.062236 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5120744:5121100, ack 2881, win 501, length 356
02:46:50.062278 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5121100:5121312, ack 2881, win 501, length 212
02:46:50.062320 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5121312:5121524, ack 2881, win 501, length 212
02:46:50.062360 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5121524:5121736, ack 2881, win 501, length 212
02:46:50.062403 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5121736:5121948, ack 2881, win 501, length 212
02:46:50.062445 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5121948:5122160, ack 2881, win 501, length 212
02:46:50.062486 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5122160:5122372, ack 2881, win 501, length 212
02:46:50.062527 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5122372:5122584, ack 2881, win 501, length 212
02:46:50.062659 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5122584:5122796, ack 2881, win 501, length 212
02:46:50.062705 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5122796:5123008, ack 2881, win 501, length 212
02:46:50.062799 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5123008:5123220, ack 2881, win 501, length 212
02:46:50.062847 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5123220:5123432, ack 2881, win 501, length 212
02:46:50.062905 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5123432:5123644, ack 2881, win 501, length 212
02:46:50.062947 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5123644:5123856, ack 2881, win 501, length 212
02:46:50.062988 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5123856:5124068, ack 2881, win 501, length 212
02:46:50.063138 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 5108796, win 8337, length 0
02:46:50.063138 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 5115300, win 8337, length 0
02:46:50.063155 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5124068:5124280, ack 2881, win 501, length 212
02:46:50.063255 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5124280:5124788, ack 2881, win 501, length 508
02:46:50.063329 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5124788:5125000, ack 2881, win 501, length 212
02:46:50.063370 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5125000:5125212, ack 2881, win 501, length 212
02:46:50.063411 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5125212:5125424, ack 2881, win 501, length 212
02:46:50.063468 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5125424:5125636, ack 2881, win 501, length 212
02:46:50.063804 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5125636:5125848, ack 2881, win 501, length 212
02:46:50.063849 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5125848:5126060, ack 2881, win 501, length 212
02:46:50.063893 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5126060:5126272, ack 2881, win 501, length 212
02:46:50.063935 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5126272:5126484, ack 2881, win 501, length 212
02:46:50.063976 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5126484:5126696, ack 2881, win 501, length 212
02:46:50.064017 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5126696:5126908, ack 2881, win 501, length 212
02:46:50.064057 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5126908:5127120, ack 2881, win 501, length 212
02:46:50.064096 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5127120:5127332, ack 2881, win 501, length 212
02:46:50.064155 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5127332:5127544, ack 2881, win 501, length 212
02:46:50.064197 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5127544:5127756, ack 2881, win 501, length 212
02:46:50.064239 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5127756:5127968, ack 2881, win 501, length 212
02:46:50.064280 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5127968:5128180, ack 2881, win 501, length 212
02:46:50.064320 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5128180:5128392, ack 2881, win 501, length 212
02:46:50.064507 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5128392:5128604, ack 2881, win 501, length 212
02:46:50.064552 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5128604:5128816, ack 2881, win 501, length 212
02:46:50.064600 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5128816:5129028, ack 2881, win 501, length 212
02:46:50.064642 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5129028:5129240, ack 2881, win 501, length 212
02:46:50.064684 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5129240:5129452, ack 2881, win 501, length 212
02:46:50.064728 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5129452:5129664, ack 2881, win 501, length 212
02:46:50.064941 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5129664:5129876, ack 2881, win 501, length 212
02:46:50.064991 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5129876:5130088, ack 2881, win 501, length 212
02:46:50.065240 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 5120532, win 8337, length 0
02:46:50.065240 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 5122372, win 8337, length 0
02:46:50.065280 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5130088:5130300, ack 2881, win 501, length 212
02:46:50.065395 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5130300:5130808, ack 2881, win 501, length 508
02:46:50.065447 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5130808:5131020, ack 2881, win 501, length 212
02:46:50.065490 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5131020:5131232, ack 2881, win 501, length 212
02:46:50.065539 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5131232:5131444, ack 2881, win 501, length 212
02:46:50.065583 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5131444:5131656, ack 2881, win 501, length 212
02:46:50.065625 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5131656:5131868, ack 2881, win 501, length 212
02:46:50.065670 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5131868:5132080, ack 2881, win 501, length 212
02:46:50.065712 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5132080:5132292, ack 2881, win 501, length 212
02:46:50.065759 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5132292:5132504, ack 2881, win 501, length 212
02:46:50.065807 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5132504:5132716, ack 2881, win 501, length 212
02:46:50.065854 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5132716:5132928, ack 2881, win 501, length 212
02:46:50.065903 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5132928:5133140, ack 2881, win 501, length 212
02:46:50.065947 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5133140:5133352, ack 2881, win 501, length 212
02:46:50.065987 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5133352:5133564, ack 2881, win 501, length 212
02:46:50.066043 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5133564:5133776, ack 2881, win 501, length 212
02:46:50.066075 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5133776:5133988, ack 2881, win 501, length 212
02:46:50.066115 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5133988:5134200, ack 2881, win 501, length 212
02:46:50.066179 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5134200:5134412, ack 2881, win 501, length 212
02:46:50.066209 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5134412:5134624, ack 2881, win 501, length 212
02:46:50.066241 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5134624:5134836, ack 2881, win 501, length 212
02:46:50.066271 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5134836:5135048, ack 2881, win 501, length 212
02:46:50.066303 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5135048:5135260, ack 2881, win 501, length 212
02:46:50.066334 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5135260:5135472, ack 2881, win 501, length 212
02:46:50.066365 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5135472:5135684, ack 2881, win 501, length 212
02:46:50.066397 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5135684:5135896, ack 2881, win 501, length 212
02:46:50.066428 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5135896:5136108, ack 2881, win 501, length 212
02:46:50.066459 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5136108:5136320, ack 2881, win 501, length 212
02:46:50.066489 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5136320:5136532, ack 2881, win 501, length 212
02:46:50.066521 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5136532:5136744, ack 2881, win 501, length 212
02:46:50.066564 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5136744:5136956, ack 2881, win 501, length 212
02:46:50.066605 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5136956:5137168, ack 2881, win 501, length 212
02:46:50.066654 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5137168:5137380, ack 2881, win 501, length 212
02:46:50.066696 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5137380:5137592, ack 2881, win 501, length 212
02:46:50.066826 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5137592:5137804, ack 2881, win 501, length 212
02:46:50.067059 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5137804:5138016, ack 2881, win 501, length 212
02:46:50.067146 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5138016:5138228, ack 2881, win 501, length 212
02:46:50.067196 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5138228:5138440, ack 2881, win 501, length 212
02:46:50.067240 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5138440:5138652, ack 2881, win 501, length 212
02:46:50.067284 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5138652:5138864, ack 2881, win 501, length 212
02:46:50.067327 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5138864:5139076, ack 2881, win 501, length 212
02:46:50.067364 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5139076:5139288, ack 2881, win 501, length 212
02:46:50.067400 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5139288:5139500, ack 2881, win 501, length 212
02:46:50.067442 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5139500:5139712, ack 2881, win 501, length 212
02:46:50.067474 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5139712:5139924, ack 2881, win 501, length 212
02:46:50.067503 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5139924:5140136, ack 2881, win 501, length 212
02:46:50.067536 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5140136:5140348, ack 2881, win 501, length 212
02:46:50.067566 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5140348:5140560, ack 2881, win 501, length 212
02:46:50.067598 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5140560:5140772, ack 2881, win 501, length 212
02:46:50.067628 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5140772:5140984, ack 2881, win 501, length 212
02:46:50.067658 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5140984:5141196, ack 2881, win 501, length 212
02:46:50.067690 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5141196:5141408, ack 2881, win 501, length 212
02:46:50.067722 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5141408:5141620, ack 2881, win 501, length 212
02:46:50.067753 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5141620:5141832, ack 2881, win 501, length 212
02:46:50.067783 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5141832:5142044, ack 2881, win 501, length 212
02:46:50.067814 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5142044:5142256, ack 2881, win 501, length 212
02:46:50.068281 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 5129452, win 8337, length 0
02:46:50.068356 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5142256:5142468, ack 2881, win 501, length 212
